tasa de aprendizaje no especificada se estable ce en 0.1000
train no especficado se estable ce en 0.6500
train no especficado se establece en 0.3500
etapa 1465200 0.00000071 ecm:0.0000
etapa 1465300 0.00000071 ecm:0.0000
etapa 1465400 0.00000071 ecm:0.0000
etapa 1465500 0.00000071 ecm:0.0000
etapa 1465600 0.00000071 ecm:0.0000
etapa 1465700 0.00000071 ecm:0.0000
etapa 1465800 0.00000071 ecm:0.0000
etapa 1465900 0.00000071 ecm:0.0000
etapa 1466000 0.00000071 ecm:0.0000
etapa 1466100 0.00000071 ecm:0.0000
etapa 1466200 0.00000071 ecm:0.0000
etapa 1466300 0.00000071 ecm:0.0000
etapa 1466400 0.00000071 ecm:0.0000
etapa 1466500 0.00000071 ecm:0.0000
etapa 1466600 0.00000071 ecm:0.0000
etapa 1466700 0.00000071 ecm:0.0000
etapa 1466800 0.00000071 ecm:0.0000
etapa 1466900 0.00000071 ecm:0.0000
etapa 1467000 0.00000071 ecm:0.0000
etapa 1467100 0.00000071 ecm:0.0000
etapa 1467200 0.00000071 ecm:0.0000
etapa 1467300 0.00000071 ecm:0.0000
etapa 1467400 0.00000071 ecm:0.0000
etapa 1467500 0.00000071 ecm:0.0000
etapa 1467600 0.00000071 ecm:0.0000
etapa 1467700 0.00000071 ecm:0.0000
etapa 1467800 0.00000071 ecm:0.0000
etapa 1467900 0.00000071 ecm:0.0000
etapa 1468000 0.00000071 ecm:0.0000
etapa 1468100 0.00000071 ecm:0.0000
etapa 1468200 0.00000071 ecm:0.0000
etapa 1468300 0.00000071 ecm:0.0000
etapa 1468400 0.00000071 ecm:0.0000
etapa 1468500 0.00000071 ecm:0.0000
etapa 1468600 0.00000071 ecm:0.0000
etapa 1468700 0.00000071 ecm:0.0000
etapa 1468800 0.00000071 ecm:0.0000
etapa 1468900 0.00000071 ecm:0.0000
etapa 1469000 0.00000071 ecm:0.0000
etapa 1469100 0.00000071 ecm:0.0000
etapa 1469200 0.00000071 ecm:0.0000
etapa 1469300 0.00000071 ecm:0.0000
etapa 1469400 0.00000071 ecm:0.0000
etapa 1469500 0.00000071 ecm:0.0000
etapa 1469600 0.00000071 ecm:0.0000
etapa 1469700 0.00000071 ecm:0.0000
etapa 1469800 0.00000071 ecm:0.0000
etapa 1469900 0.00000071 ecm:0.0000
etapa 1470000 0.00000071 ecm:0.0000
etapa 1470100 0.00000071 ecm:0.0000
etapa 1470200 0.00000071 ecm:0.0000
etapa 1470300 0.00000071 ecm:0.0000
etapa 1470400 0.00000071 ecm:0.0000
etapa 1470500 0.00000071 ecm:0.0000
etapa 1470600 0.00000071 ecm:0.0000
etapa 1470700 0.00000071 ecm:0.0000
etapa 1470800 0.00000071 ecm:0.0000
etapa 1470900 0.00000071 ecm:0.0000
etapa 1471000 0.00000071 ecm:0.0000
etapa 1471100 0.00000071 ecm:0.0000
etapa 1471200 0.00000071 ecm:0.0000
etapa 1471300 0.00000071 ecm:0.0000
etapa 1471400 0.00000071 ecm:0.0000
etapa 1471500 0.00000071 ecm:0.0000
etapa 1471600 0.00000071 ecm:0.0000
etapa 1471700 0.00000071 ecm:0.0000
etapa 1471800 0.00000071 ecm:0.0000
etapa 1471900 0.00000071 ecm:0.0000
etapa 1472000 0.00000071 ecm:0.0000
etapa 1472100 0.00000071 ecm:0.0000
etapa 1472200 0.00000071 ecm:0.0000
etapa 1472300 0.00000071 ecm:0.0000
etapa 1472400 0.00000071 ecm:0.0000
etapa 1472500 0.00000071 ecm:0.0000
etapa 1472600 0.00000071 ecm:0.0000
etapa 1472700 0.00000071 ecm:0.0000
etapa 1472800 0.00000071 ecm:0.0000
etapa 1472900 0.00000071 ecm:0.0000
etapa 1473000 0.00000071 ecm:0.0000
etapa 1473100 0.00000071 ecm:0.0000
etapa 1473200 0.00000071 ecm:0.0000
etapa 1473300 0.00000071 ecm:0.0000
etapa 1473400 0.00000071 ecm:0.0000
etapa 1473500 0.00000071 ecm:0.0000
etapa 1473600 0.00000071 ecm:0.0000
etapa 1473700 0.00000071 ecm:0.0000
etapa 1473800 0.00000071 ecm:0.0000
etapa 1473900 0.00000071 ecm:0.0000
etapa 1474000 0.00000071 ecm:0.0000
etapa 1474100 0.00000071 ecm:0.0000
etapa 1474200 0.00000071 ecm:0.0000
etapa 1474300 0.00000071 ecm:0.0000
etapa 1474400 0.00000071 ecm:0.0000
etapa 1474500 0.00000071 ecm:0.0000
etapa 1474600 0.00000071 ecm:0.0000
etapa 1474700 0.00000071 ecm:0.0000
etapa 1474800 0.00000071 ecm:0.0000
etapa 1474900 0.00000071 ecm:0.0000
etapa 1475000 0.00000071 ecm:0.0000
etapa 1475100 0.00000071 ecm:0.0000
etapa 1475200 0.00000071 ecm:0.0000
etapa 1475300 0.00000071 ecm:0.0000
etapa 1475400 0.00000071 ecm:0.0000
etapa 1475500 0.00000071 ecm:0.0000
etapa 1475600 0.00000071 ecm:0.0000
etapa 1475700 0.00000071 ecm:0.0000
etapa 1475800 0.00000071 ecm:0.0000
etapa 1475900 0.00000071 ecm:0.0000
etapa 1476000 0.00000071 ecm:0.0000
etapa 1476100 0.00000071 ecm:0.0000
etapa 1476200 0.00000071 ecm:0.0000
etapa 1476300 0.00000071 ecm:0.0000
etapa 1476400 0.00000071 ecm:0.0000
etapa 1476500 0.00000071 ecm:0.0000
etapa 1476600 0.00000071 ecm:0.0000
etapa 1476700 0.00000071 ecm:0.0000
etapa 1476800 0.00000071 ecm:0.0000
etapa 1476900 0.00000071 ecm:0.0000
etapa 1477000 0.00000071 ecm:0.0000
etapa 1477100 0.00000071 ecm:0.0000
etapa 1477200 0.00000071 ecm:0.0000
etapa 1477300 0.00000071 ecm:0.0000
etapa 1477400 0.00000071 ecm:0.0000
etapa 1477500 0.00000071 ecm:0.0000
etapa 1477600 0.00000071 ecm:0.0000
etapa 1477700 0.00000071 ecm:0.0000
etapa 1477800 0.00000071 ecm:0.0000
etapa 1477900 0.00000071 ecm:0.0000
etapa 1478000 0.00000071 ecm:0.0000
etapa 1478100 0.00000071 ecm:0.0000
etapa 1478200 0.00000071 ecm:0.0000
etapa 1478300 0.00000071 ecm:0.0000
etapa 1478400 0.00000071 ecm:0.0000
etapa 1478500 0.00000071 ecm:0.0000
etapa 1478600 0.00000071 ecm:0.0000
etapa 1478700 0.00000071 ecm:0.0000
etapa 1478800 0.00000071 ecm:0.0000
etapa 1478900 0.00000071 ecm:0.0000
etapa 1479000 0.00000071 ecm:0.0000
etapa 1479100 0.00000071 ecm:0.0000
etapa 1479200 0.00000070 ecm:0.0000
etapa 1479300 0.00000070 ecm:0.0000
etapa 1479400 0.00000070 ecm:0.0000
etapa 1479500 0.00000070 ecm:0.0000
etapa 1479600 0.00000070 ecm:0.0000
etapa 1479700 0.00000070 ecm:0.0000
etapa 1479800 0.00000070 ecm:0.0000
etapa 1479900 0.00000070 ecm:0.0000
etapa 1480000 0.00000070 ecm:0.0000
etapa 1480100 0.00000070 ecm:0.0000
etapa 1480200 0.00000070 ecm:0.0000
etapa 1480300 0.00000070 ecm:0.0000
etapa 1480400 0.00000070 ecm:0.0000
etapa 1480500 0.00000070 ecm:0.0000
etapa 1480600 0.00000070 ecm:0.0000
etapa 1480700 0.00000070 ecm:0.0000
etapa 1480800 0.00000070 ecm:0.0000
etapa 1480900 0.00000070 ecm:0.0000
etapa 1481000 0.00000070 ecm:0.0000
etapa 1481100 0.00000070 ecm:0.0000
etapa 1481200 0.00000070 ecm:0.0000
etapa 1481300 0.00000070 ecm:0.0000
etapa 1481400 0.00000070 ecm:0.0000
etapa 1481500 0.00000070 ecm:0.0000
etapa 1481600 0.00000070 ecm:0.0000
etapa 1481700 0.00000070 ecm:0.0000
etapa 1481800 0.00000070 ecm:0.0000
etapa 1481900 0.00000070 ecm:0.0000
etapa 1482000 0.00000070 ecm:0.0000
etapa 1482100 0.00000070 ecm:0.0000
etapa 1482200 0.00000070 ecm:0.0000
etapa 1482300 0.00000070 ecm:0.0000
etapa 1482400 0.00000070 ecm:0.0000
etapa 1482500 0.00000070 ecm:0.0000
etapa 1482600 0.00000070 ecm:0.0000
etapa 1482700 0.00000070 ecm:0.0000
etapa 1482800 0.00000070 ecm:0.0000
etapa 1482900 0.00000070 ecm:0.0000
etapa 1483000 0.00000070 ecm:0.0000
etapa 1483100 0.00000070 ecm:0.0000
etapa 1483200 0.00000070 ecm:0.0000
etapa 1483300 0.00000070 ecm:0.0000
etapa 1483400 0.00000070 ecm:0.0000
etapa 1483500 0.00000070 ecm:0.0000
etapa 1483600 0.00000070 ecm:0.0000
etapa 1483700 0.00000070 ecm:0.0000
etapa 1483800 0.00000070 ecm:0.0000
etapa 1483900 0.00000070 ecm:0.0000
etapa 1484000 0.00000070 ecm:0.0000
etapa 1484100 0.00000070 ecm:0.0000
etapa 1484200 0.00000070 ecm:0.0000
etapa 1484300 0.00000070 ecm:0.0000
etapa 1484400 0.00000070 ecm:0.0000
etapa 1484500 0.00000070 ecm:0.0000
etapa 1484600 0.00000070 ecm:0.0000
etapa 1484700 0.00000070 ecm:0.0000
etapa 1484800 0.00000070 ecm:0.0000
etapa 1484900 0.00000070 ecm:0.0000
etapa 1485000 0.00000070 ecm:0.0000
etapa 1485100 0.00000070 ecm:0.0000
etapa 1485200 0.00000070 ecm:0.0000
etapa 1485300 0.00000070 ecm:0.0000
etapa 1485400 0.00000070 ecm:0.0000
etapa 1485500 0.00000070 ecm:0.0000
etapa 1485600 0.00000070 ecm:0.0000
etapa 1485700 0.00000070 ecm:0.0000
etapa 1485800 0.00000070 ecm:0.0000
etapa 1485900 0.00000070 ecm:0.0000
etapa 1486000 0.00000070 ecm:0.0000
etapa 1486100 0.00000070 ecm:0.0000
etapa 1486200 0.00000070 ecm:0.0000
etapa 1486300 0.00000070 ecm:0.0000
etapa 1486400 0.00000070 ecm:0.0000
etapa 1486500 0.00000070 ecm:0.0000
etapa 1486600 0.00000070 ecm:0.0000
etapa 1486700 0.00000070 ecm:0.0000
etapa 1486800 0.00000070 ecm:0.0000
etapa 1486900 0.00000070 ecm:0.0000
etapa 1487000 0.00000070 ecm:0.0000
etapa 1487100 0.00000070 ecm:0.0000
etapa 1487200 0.00000070 ecm:0.0000
etapa 1487300 0.00000070 ecm:0.0000
etapa 1487400 0.00000070 ecm:0.0000
etapa 1487500 0.00000070 ecm:0.0000
etapa 1487600 0.00000070 ecm:0.0000
etapa 1487700 0.00000070 ecm:0.0000
etapa 1487800 0.00000070 ecm:0.0000
etapa 1487900 0.00000070 ecm:0.0000
etapa 1488000 0.00000070 ecm:0.0000
etapa 1488100 0.00000070 ecm:0.0000
etapa 1488200 0.00000070 ecm:0.0000
etapa 1488300 0.00000070 ecm:0.0000
etapa 1488400 0.00000070 ecm:0.0000
etapa 1488500 0.00000070 ecm:0.0000
etapa 1488600 0.00000070 ecm:0.0000
etapa 1488700 0.00000070 ecm:0.0000
etapa 1488800 0.00000070 ecm:0.0000
etapa 1488900 0.00000070 ecm:0.0000
etapa 1489000 0.00000070 ecm:0.0000
etapa 1489100 0.00000070 ecm:0.0000
etapa 1489200 0.00000070 ecm:0.0000
etapa 1489300 0.00000070 ecm:0.0000
etapa 1489400 0.00000070 ecm:0.0000
etapa 1489500 0.00000070 ecm:0.0000
etapa 1489600 0.00000070 ecm:0.0000
etapa 1489700 0.00000070 ecm:0.0000
etapa 1489800 0.00000070 ecm:0.0000
etapa 1489900 0.00000070 ecm:0.0000
etapa 1490000 0.00000070 ecm:0.0000
etapa 1490100 0.00000070 ecm:0.0000
etapa 1490200 0.00000070 ecm:0.0000
etapa 1490300 0.00000070 ecm:0.0000
etapa 1490400 0.00000070 ecm:0.0000
etapa 1490500 0.00000070 ecm:0.0000
etapa 1490600 0.00000070 ecm:0.0000
etapa 1490700 0.00000070 ecm:0.0000
etapa 1490800 0.00000070 ecm:0.0000
etapa 1490900 0.00000070 ecm:0.0000
etapa 1491000 0.00000070 ecm:0.0000
etapa 1491100 0.00000070 ecm:0.0000
etapa 1491200 0.00000070 ecm:0.0000
etapa 1491300 0.00000070 ecm:0.0000
etapa 1491400 0.00000070 ecm:0.0000
etapa 1491500 0.00000070 ecm:0.0000
etapa 1491600 0.00000070 ecm:0.0000
etapa 1491700 0.00000070 ecm:0.0000
etapa 1491800 0.00000070 ecm:0.0000
etapa 1491900 0.00000070 ecm:0.0000
etapa 1492000 0.00000070 ecm:0.0000
etapa 1492100 0.00000070 ecm:0.0000
etapa 1492200 0.00000070 ecm:0.0000
etapa 1492300 0.00000070 ecm:0.0000
etapa 1492400 0.00000070 ecm:0.0000
etapa 1492500 0.00000070 ecm:0.0000
etapa 1492600 0.00000070 ecm:0.0000
etapa 1492700 0.00000070 ecm:0.0000
etapa 1492800 0.00000070 ecm:0.0000
etapa 1492900 0.00000070 ecm:0.0000
etapa 1493000 0.00000070 ecm:0.0000
etapa 1493100 0.00000070 ecm:0.0000
etapa 1493200 0.00000070 ecm:0.0000
etapa 1493300 0.00000070 ecm:0.0000
etapa 1493400 0.00000070 ecm:0.0000
etapa 1493500 0.00000070 ecm:0.0000
etapa 1493600 0.00000070 ecm:0.0000
etapa 1493700 0.00000070 ecm:0.0000
etapa 1493800 0.00000070 ecm:0.0000
etapa 1493900 0.00000070 ecm:0.0000
etapa 1494000 0.00000070 ecm:0.0000
etapa 1494100 0.00000070 ecm:0.0000
etapa 1494200 0.00000070 ecm:0.0000
etapa 1494300 0.00000070 ecm:0.0000
etapa 1494400 0.00000070 ecm:0.0000
etapa 1494500 0.00000070 ecm:0.0000
etapa 1494600 0.00000070 ecm:0.0000
etapa 1494700 0.00000070 ecm:0.0000
etapa 1494800 0.00000070 ecm:0.0000
etapa 1494900 0.00000070 ecm:0.0000
etapa 1495000 0.00000070 ecm:0.0000
etapa 1495100 0.00000070 ecm:0.0000
etapa 1495200 0.00000070 ecm:0.0000
etapa 1495300 0.00000070 ecm:0.0000
etapa 1495400 0.00000070 ecm:0.0000
etapa 1495500 0.00000070 ecm:0.0000
etapa 1495600 0.00000070 ecm:0.0000
etapa 1495700 0.00000070 ecm:0.0000
etapa 1495800 0.00000070 ecm:0.0000
etapa 1495900 0.00000070 ecm:0.0000
etapa 1496000 0.00000070 ecm:0.0000
etapa 1496100 0.00000070 ecm:0.0000
etapa 1496200 0.00000070 ecm:0.0000
etapa 1496300 0.00000070 ecm:0.0000
etapa 1496400 0.00000070 ecm:0.0000
etapa 1496500 0.00000070 ecm:0.0000
etapa 1496600 0.00000070 ecm:0.0000
etapa 1496700 0.00000070 ecm:0.0000
etapa 1496800 0.00000070 ecm:0.0000
etapa 1496900 0.00000070 ecm:0.0000
etapa 1497000 0.00000070 ecm:0.0000
etapa 1497100 0.00000070 ecm:0.0000
etapa 1497200 0.00000070 ecm:0.0000
etapa 1497300 0.00000070 ecm:0.0000
etapa 1497400 0.00000070 ecm:0.0000
etapa 1497500 0.00000070 ecm:0.0000
etapa 1497600 0.00000070 ecm:0.0000
etapa 1497700 0.00000070 ecm:0.0000
etapa 1497800 0.00000070 ecm:0.0000
etapa 1497900 0.00000070 ecm:0.0000
etapa 1498000 0.00000070 ecm:0.0000
etapa 1498100 0.00000070 ecm:0.0000
etapa 1498200 0.00000070 ecm:0.0000
etapa 1498300 0.00000070 ecm:0.0000
etapa 1498400 0.00000070 ecm:0.0000
etapa 1498500 0.00000070 ecm:0.0000
etapa 1498600 0.00000070 ecm:0.0000
etapa 1498700 0.00000070 ecm:0.0000
etapa 1498800 0.00000070 ecm:0.0000
etapa 1498900 0.00000070 ecm:0.0000
etapa 1499000 0.00000070 ecm:0.0000
etapa 1499100 0.00000070 ecm:0.0000
etapa 1499200 0.00000070 ecm:0.0000
etapa 1499300 0.00000070 ecm:0.0000
etapa 1499400 0.00000070 ecm:0.0000
etapa 1499500 0.00000070 ecm:0.0000
etapa 1499600 0.00000070 ecm:0.0000
etapa 1499700 0.00000070 ecm:0.0000
etapa 1499800 0.00000070 ecm:0.0000
etapa 1499900 0.00000070 ecm:0.0000
etapa 1500000 0.00000070 ecm:0.0000
etapa 1500100 0.00000070 ecm:0.0000
etapa 1500200 0.00000070 ecm:0.0000
etapa 1500300 0.00000070 ecm:0.0000
etapa 1500400 0.00000069 ecm:0.0000
etapa 1500500 0.00000069 ecm:0.0000
etapa 1500600 0.00000069 ecm:0.0000
etapa 1500700 0.00000069 ecm:0.0000
etapa 1500800 0.00000069 ecm:0.0000
etapa 1500900 0.00000069 ecm:0.0000
etapa 1501000 0.00000069 ecm:0.0000
etapa 1501100 0.00000069 ecm:0.0000
etapa 1501200 0.00000069 ecm:0.0000
etapa 1501300 0.00000069 ecm:0.0000
etapa 1501400 0.00000069 ecm:0.0000
etapa 1501500 0.00000069 ecm:0.0000
etapa 1501600 0.00000069 ecm:0.0000
etapa 1501700 0.00000069 ecm:0.0000
etapa 1501800 0.00000069 ecm:0.0000
etapa 1501900 0.00000069 ecm:0.0000
etapa 1502000 0.00000069 ecm:0.0000
etapa 1502100 0.00000069 ecm:0.0000
etapa 1502200 0.00000069 ecm:0.0000
etapa 1502300 0.00000069 ecm:0.0000
etapa 1502400 0.00000069 ecm:0.0000
etapa 1502500 0.00000069 ecm:0.0000
etapa 1502600 0.00000069 ecm:0.0000
etapa 1502700 0.00000069 ecm:0.0000
etapa 1502800 0.00000069 ecm:0.0000
etapa 1502900 0.00000069 ecm:0.0000
etapa 1503000 0.00000069 ecm:0.0000
etapa 1503100 0.00000069 ecm:0.0000
etapa 1503200 0.00000069 ecm:0.0000
etapa 1503300 0.00000069 ecm:0.0000
etapa 1503400 0.00000069 ecm:0.0000
etapa 1503500 0.00000069 ecm:0.0000
etapa 1503600 0.00000069 ecm:0.0000
etapa 1503700 0.00000069 ecm:0.0000
etapa 1503800 0.00000069 ecm:0.0000
etapa 1503900 0.00000069 ecm:0.0000
etapa 1504000 0.00000069 ecm:0.0000
etapa 1504100 0.00000069 ecm:0.0000
etapa 1504200 0.00000069 ecm:0.0000
etapa 1504300 0.00000069 ecm:0.0000
etapa 1504400 0.00000069 ecm:0.0000
etapa 1504500 0.00000069 ecm:0.0000
etapa 1504600 0.00000069 ecm:0.0000
etapa 1504700 0.00000069 ecm:0.0000
etapa 1504800 0.00000069 ecm:0.0000
etapa 1504900 0.00000069 ecm:0.0000
etapa 1505000 0.00000069 ecm:0.0000
etapa 1505100 0.00000069 ecm:0.0000
etapa 1505200 0.00000069 ecm:0.0000
etapa 1505300 0.00000069 ecm:0.0000
etapa 1505400 0.00000069 ecm:0.0000
etapa 1505500 0.00000069 ecm:0.0000
etapa 1505600 0.00000069 ecm:0.0000
etapa 1505700 0.00000069 ecm:0.0000
etapa 1505800 0.00000069 ecm:0.0000
etapa 1505900 0.00000069 ecm:0.0000
etapa 1506000 0.00000069 ecm:0.0000
etapa 1506100 0.00000069 ecm:0.0000
etapa 1506200 0.00000069 ecm:0.0000
etapa 1506300 0.00000069 ecm:0.0000
etapa 1506400 0.00000069 ecm:0.0000
etapa 1506500 0.00000069 ecm:0.0000
etapa 1506600 0.00000069 ecm:0.0000
etapa 1506700 0.00000069 ecm:0.0000
etapa 1506800 0.00000069 ecm:0.0000
etapa 1506900 0.00000069 ecm:0.0000
etapa 1507000 0.00000069 ecm:0.0000
etapa 1507100 0.00000069 ecm:0.0000
etapa 1507200 0.00000069 ecm:0.0000
etapa 1507300 0.00000069 ecm:0.0000
etapa 1507400 0.00000069 ecm:0.0000
etapa 1507500 0.00000069 ecm:0.0000
etapa 1507600 0.00000069 ecm:0.0000
etapa 1507700 0.00000069 ecm:0.0000
etapa 1507800 0.00000069 ecm:0.0000
etapa 1507900 0.00000069 ecm:0.0000
etapa 1508000 0.00000069 ecm:0.0000
etapa 1508100 0.00000069 ecm:0.0000
etapa 1508200 0.00000069 ecm:0.0000
etapa 1508300 0.00000069 ecm:0.0000
etapa 1508400 0.00000069 ecm:0.0000
etapa 1508500 0.00000069 ecm:0.0000
etapa 1508600 0.00000069 ecm:0.0000
etapa 1508700 0.00000069 ecm:0.0000
etapa 1508800 0.00000069 ecm:0.0000
etapa 1508900 0.00000069 ecm:0.0000
etapa 1509000 0.00000069 ecm:0.0000
etapa 1509100 0.00000069 ecm:0.0000
etapa 1509200 0.00000069 ecm:0.0000
etapa 1509300 0.00000069 ecm:0.0000
etapa 1509400 0.00000069 ecm:0.0000
etapa 1509500 0.00000069 ecm:0.0000
etapa 1509600 0.00000069 ecm:0.0000
etapa 1509700 0.00000069 ecm:0.0000
etapa 1509800 0.00000069 ecm:0.0000
etapa 1509900 0.00000069 ecm:0.0000
etapa 1510000 0.00000069 ecm:0.0000
etapa 1510100 0.00000069 ecm:0.0000
etapa 1510200 0.00000069 ecm:0.0000
etapa 1510300 0.00000069 ecm:0.0000
etapa 1510400 0.00000069 ecm:0.0000
etapa 1510500 0.00000069 ecm:0.0000
etapa 1510600 0.00000069 ecm:0.0000
etapa 1510700 0.00000069 ecm:0.0000
etapa 1510800 0.00000069 ecm:0.0000
etapa 1510900 0.00000069 ecm:0.0000
etapa 1511000 0.00000069 ecm:0.0000
etapa 1511100 0.00000069 ecm:0.0000
etapa 1511200 0.00000069 ecm:0.0000
etapa 1511300 0.00000069 ecm:0.0000
etapa 1511400 0.00000069 ecm:0.0000
etapa 1511500 0.00000069 ecm:0.0000
etapa 1511600 0.00000069 ecm:0.0000
etapa 1511700 0.00000069 ecm:0.0000
etapa 1511800 0.00000069 ecm:0.0000
etapa 1511900 0.00000069 ecm:0.0000
etapa 1512000 0.00000069 ecm:0.0000
etapa 1512100 0.00000069 ecm:0.0000
etapa 1512200 0.00000069 ecm:0.0000
etapa 1512300 0.00000069 ecm:0.0000
etapa 1512400 0.00000069 ecm:0.0000
etapa 1512500 0.00000069 ecm:0.0000
etapa 1512600 0.00000069 ecm:0.0000
etapa 1512700 0.00000069 ecm:0.0000
etapa 1512800 0.00000069 ecm:0.0000
etapa 1512900 0.00000069 ecm:0.0000
etapa 1513000 0.00000069 ecm:0.0000
etapa 1513100 0.00000069 ecm:0.0000
etapa 1513200 0.00000069 ecm:0.0000
etapa 1513300 0.00000069 ecm:0.0000
etapa 1513400 0.00000069 ecm:0.0000
etapa 1513500 0.00000069 ecm:0.0000
etapa 1513600 0.00000069 ecm:0.0000
etapa 1513700 0.00000069 ecm:0.0000
etapa 1513800 0.00000069 ecm:0.0000
etapa 1513900 0.00000069 ecm:0.0000
etapa 1514000 0.00000069 ecm:0.0000
etapa 1514100 0.00000069 ecm:0.0000
etapa 1514200 0.00000069 ecm:0.0000
etapa 1514300 0.00000069 ecm:0.0000
etapa 1514400 0.00000069 ecm:0.0000
etapa 1514500 0.00000069 ecm:0.0000
etapa 1514600 0.00000069 ecm:0.0000
etapa 1514700 0.00000069 ecm:0.0000
etapa 1514800 0.00000069 ecm:0.0000
etapa 1514900 0.00000069 ecm:0.0000
etapa 1515000 0.00000069 ecm:0.0000
etapa 1515100 0.00000069 ecm:0.0000
etapa 1515200 0.00000069 ecm:0.0000
etapa 1515300 0.00000069 ecm:0.0000
etapa 1515400 0.00000069 ecm:0.0000
etapa 1515500 0.00000069 ecm:0.0000
etapa 1515600 0.00000069 ecm:0.0000
etapa 1515700 0.00000069 ecm:0.0000
etapa 1515800 0.00000069 ecm:0.0000
etapa 1515900 0.00000069 ecm:0.0000
etapa 1516000 0.00000069 ecm:0.0000
etapa 1516100 0.00000069 ecm:0.0000
etapa 1516200 0.00000069 ecm:0.0000
etapa 1516300 0.00000069 ecm:0.0000
etapa 1516400 0.00000069 ecm:0.0000
etapa 1516500 0.00000069 ecm:0.0000
etapa 1516600 0.00000069 ecm:0.0000
etapa 1516700 0.00000069 ecm:0.0000
etapa 1516800 0.00000069 ecm:0.0000
etapa 1516900 0.00000069 ecm:0.0000
etapa 1517000 0.00000069 ecm:0.0000
etapa 1517100 0.00000069 ecm:0.0000
etapa 1517200 0.00000069 ecm:0.0000
etapa 1517300 0.00000069 ecm:0.0000
etapa 1517400 0.00000069 ecm:0.0000
etapa 1517500 0.00000069 ecm:0.0000
etapa 1517600 0.00000069 ecm:0.0000
etapa 1517700 0.00000069 ecm:0.0000
etapa 1517800 0.00000069 ecm:0.0000
etapa 1517900 0.00000069 ecm:0.0000
etapa 1518000 0.00000069 ecm:0.0000
etapa 1518100 0.00000069 ecm:0.0000
etapa 1518200 0.00000069 ecm:0.0000
etapa 1518300 0.00000069 ecm:0.0000
etapa 1518400 0.00000069 ecm:0.0000
etapa 1518500 0.00000069 ecm:0.0000
etapa 1518600 0.00000069 ecm:0.0000
etapa 1518700 0.00000069 ecm:0.0000
etapa 1518800 0.00000069 ecm:0.0000
etapa 1518900 0.00000069 ecm:0.0000
etapa 1519000 0.00000069 ecm:0.0000
etapa 1519100 0.00000069 ecm:0.0000
etapa 1519200 0.00000069 ecm:0.0000
etapa 1519300 0.00000069 ecm:0.0000
etapa 1519400 0.00000069 ecm:0.0000
etapa 1519500 0.00000069 ecm:0.0000
etapa 1519600 0.00000069 ecm:0.0000
etapa 1519700 0.00000069 ecm:0.0000
etapa 1519800 0.00000069 ecm:0.0000
etapa 1519900 0.00000069 ecm:0.0000
etapa 1520000 0.00000069 ecm:0.0000
etapa 1520100 0.00000069 ecm:0.0000
etapa 1520200 0.00000069 ecm:0.0000
etapa 1520300 0.00000069 ecm:0.0000
etapa 1520400 0.00000069 ecm:0.0000
etapa 1520500 0.00000069 ecm:0.0000
etapa 1520600 0.00000069 ecm:0.0000
etapa 1520700 0.00000069 ecm:0.0000
etapa 1520800 0.00000069 ecm:0.0000
etapa 1520900 0.00000069 ecm:0.0000
etapa 1521000 0.00000069 ecm:0.0000
etapa 1521100 0.00000069 ecm:0.0000
etapa 1521200 0.00000069 ecm:0.0000
etapa 1521300 0.00000069 ecm:0.0000
etapa 1521400 0.00000069 ecm:0.0000
etapa 1521500 0.00000069 ecm:0.0000
etapa 1521600 0.00000069 ecm:0.0000
etapa 1521700 0.00000069 ecm:0.0000
etapa 1521800 0.00000069 ecm:0.0000
etapa 1521900 0.00000069 ecm:0.0000
etapa 1522000 0.00000069 ecm:0.0000
etapa 1522100 0.00000069 ecm:0.0000
etapa 1522200 0.00000068 ecm:0.0000
etapa 1522300 0.00000068 ecm:0.0000
etapa 1522400 0.00000068 ecm:0.0000
etapa 1522500 0.00000068 ecm:0.0000
etapa 1522600 0.00000068 ecm:0.0000
etapa 1522700 0.00000068 ecm:0.0000
etapa 1522800 0.00000068 ecm:0.0000
etapa 1522900 0.00000068 ecm:0.0000
etapa 1523000 0.00000068 ecm:0.0000
etapa 1523100 0.00000068 ecm:0.0000
etapa 1523200 0.00000068 ecm:0.0000
etapa 1523300 0.00000068 ecm:0.0000
etapa 1523400 0.00000068 ecm:0.0000
etapa 1523500 0.00000068 ecm:0.0000
etapa 1523600 0.00000068 ecm:0.0000
etapa 1523700 0.00000068 ecm:0.0000
etapa 1523800 0.00000068 ecm:0.0000
etapa 1523900 0.00000068 ecm:0.0000
etapa 1524000 0.00000068 ecm:0.0000
etapa 1524100 0.00000068 ecm:0.0000
etapa 1524200 0.00000068 ecm:0.0000
etapa 1524300 0.00000068 ecm:0.0000
etapa 1524400 0.00000068 ecm:0.0000
etapa 1524500 0.00000068 ecm:0.0000
etapa 1524600 0.00000068 ecm:0.0000
etapa 1524700 0.00000068 ecm:0.0000
etapa 1524800 0.00000068 ecm:0.0000
etapa 1524900 0.00000068 ecm:0.0000
etapa 1525000 0.00000068 ecm:0.0000
etapa 1525100 0.00000068 ecm:0.0000
etapa 1525200 0.00000068 ecm:0.0000
etapa 1525300 0.00000068 ecm:0.0000
etapa 1525400 0.00000068 ecm:0.0000
etapa 1525500 0.00000068 ecm:0.0000
etapa 1525600 0.00000068 ecm:0.0000
etapa 1525700 0.00000068 ecm:0.0000
